gene_symbol,uniprot_id,protein_groups,protein_description,mol_weight_da,n_precursors_exp,n_samples_detected,pct_samples_detected,median_precursors_used,mean_log2_D14,mean_log2_D21,mean_log2_M03,mean_log2_M06,mean_log2_M12,mean_log2_M18,D14.20713.Quantity.log2,D14.20714-40ul.Quantity.log2,D14.20715.Quantity.log2,D14.20716.Quantity.log2,D14.20717.Quantity.log2,D21.20718.Quantity.log2,D21.20719b.Quantity.log2,D21.20720.Quantity.log2,D21.20721-40ul.Quantity.log2,D21.20722.Quantity.log2,M03.20723.Quantity.log2,M03.20724.Quantity.log2,M03.20725.Quantity.log2,M03.20726-40ul.Quantity.log2,M03.20727.Quantity.log2,M06.20728b.Quantity.log2,M06.20729.Quantity.log2,M06.20730.Quantity.log2,M06.20731.Quantity.log2,M06.20732.Quantity.log2,M12.20733.Quantity.log2,M12.20734.Quantity.log2,M12.20735.Quantity.log2,M12.20736.Quantity.log2,M12.20737.Quantity.log2,M18.20740-40ul.Quantity.log2,M18.20741.Quantity.log2,M18.20742.Quantity.log2,M18.20743.Quantity.log2,M18.20744.Quantity.log2,p.value.M03-D14,adj.p.value.M03-D14,log2.fold.change.M03-D14,is.significant.M03-D14,t.statistic.M03-D14,p.value.M18-M03,adj.p.value.M18-M03,log2.fold.change.M18-M03,is.significant.M18-M03,t.statistic.M18-M03,go_molecular_function,go_biological_process,go_cellular_component,kegg_pathway,rna_ensembl_id,rna_baseMean,rna_log2FC,rna_lfcSE,rna_pvalue,rna_padj,rna_gene_label
Dcn,P28654,P28654,Decorin,39808.98,24,30,100,15,10.33672369090874,9.484781202679343,9.081925932644882,9.340514087324845,9.958855760249792,10.696390294712554,9.96667855937652,10.661706347373766,10.41980346979284,10.0900762277493,10.545353850251272,9.848546248305098,9.87922079464909,9.065720659011191,10.089668521275726,8.540749790155612,9.378505220193135,9.817691209793686,8.622370704648805,8.755072772909264,8.835989755679522,9.061563360051236,8.827051710153851,9.944557922847997,9.417427496231117,9.451969947340029,9.738368256109824,10.015548107316947,9.516202458827744,10.187357208481211,10.336802770513229,10.439455792695384,10.075485678119565,10.409412949749065,11.088686191436675,11.468910861562078,0.00238790093935649,0.0278682998397836,-1.254797758263857,TRUE,-4.809049938539889,0.00146867404485624,0.0334505200456457,1.6144643620676715,TRUE,4.7686846377527345,pattern binding;binding;protein binding;collagen binding;glycosaminoglycan binding;carbohydrate binding;polysaccharide binding;extracellular matrix binding,regulation of organelle organization;biological regulation,extracellular space,TGF-beta signaling pathway,ENSMUSG00000019929,19306.0129098994,1.12368114353311,0.289704627660898,5.11348050328599e-6,1.9883879821281e-4,Dcn
Ddx4,Q3V086,Q3V086,RNA helicase,79283.32,7,5,16.7,2,3.911050310194789,2.4389943397612535,,,,,4.189610436370251,4.143084839008878,3.8773943269468902,,3.434111638453135,,2.4389943397612535,,,,,,,,,,,,,,,,,,,,,,,,0.00247798542402389,0.0284466371413019,-1.0986031191088914,TRUE,-4.350964582482287,,,,FALSE,,"nucleotide binding;nucleic acid binding;RNA helicase activity;catalytic activity;helicase activity;binding;ATP binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;purine nucleotide binding;nucleoside-triphosphatase activity;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding",cellular component movement;cellular process;locomotion;cell motility,cytoplasm;cell part,,ENSMUSG00000021758,183.314974167613,-1.48761140693399,0.371190607039252,3.12329212531521e-6,1.2997700306119e-4,Ddx4
Ddx5,Q61656,Q61656;Q8BTS0,Probable ATP-dependent RNA helicase DDX5,69290.24,67,30,100,37,11.048833380349466,10.975580766504294,10.527130300987713,10.512757653714967,10.645814979811053,10.245175351409262,11.324367909147506,11.089457431755504,10.879742151370383,11.202878448655662,10.747720960818269,11.28281327823332,10.84835368821704,10.889589555830865,11.09510739380278,10.76203991643747,10.700441940684406,10.293720707550971,10.453459670058283,10.796079624323598,10.391949562321306,10.625250326288848,10.677277362991026,10.286951523627884,10.565530491526369,10.40877856414071,10.763578828160789,10.795208045712688,10.688749948736683,10.558017285017492,10.42352079142762,10.229084739175835,10.477422061733714,10.073643105615869,9.993221657440804,10.452505193080087,0.00629220702929699,0.046708734853618,-0.5217030793617514,TRUE,-3.683881264386572,0.07211910113526383,0.174743047601784,-0.28195494957845035,FALSE,-2.0711863582246512,"nucleotide binding;protein binding transcription factor activity;transcription factor binding transcription factor activity;nucleic acid binding;transcription cofactor activity;RNA binding;RNA helicase activity;mRNA binding;mRNA 3'-UTR binding;catalytic activity;helicase activity;receptor binding;binding;protein binding;calmodulin binding;ATP binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ATPase activity;purine nucleotide binding;nucleoside-triphosphatase activity;enzyme binding;protein domain specific binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;nuclear hormone receptor binding;steroid hormone receptor binding;MH2 domain binding;purine ribonucleoside triphosphate binding;pre-mRNA binding;ribonucleoprotein binding;SMAD binding;calcium-dependent protein binding;androgen receptor binding;hormone receptor binding;R-SMAD binding;primary miRNA binding",cell morphogenesis;nucleobase-containing compound metabolic process;RNA processing;mRNA processing;RNA catabolic process;protein targeting;nitrogen compound metabolic process;transport;nucleocytoplasmic transport;signal transduction;metabolic process;RNA splicing;catabolic process;biosynthetic process;anatomical structure morphogenesis;cellular process;protein transport;cellular component organization;RNA metabolic process;mRNA metabolic process;cell differentiation;developmental process;cellular component morphogenesis;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;rhythmic process;response to stimulus;nuclear transport;establishment of localization;biological regulation,nucleus;nucleoplasm;spliceosomal complex;nucleolus;cytoplasm;ribonucleoprotein complex;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;cell part,,ENSMUSG00000020719,61257.2009125602,0.423071942667831,0.134637718655925,4.4509394120883e-4,0.00728162548866043,Ddx5
Dglucy,E9QMK9,E9QMK9;Q8BH86,D-glutamate cyclase,69921.83,21,30,100,9,5.970544530320301,6.858724333744545,7.12135995407557,7.0880335831139645,6.679110557066487,7.315764606238817,5.898107013219029,5.820688501155434,5.28363523700338,6.468046131503172,6.3822457687204865,6.550360582654711,6.745200071562391,7.035829737307025,6.951858204453165,7.010373072745438,6.894736088024907,7.27661260249132,7.125316661788618,7.388315721895432,6.921818696177567,7.119464082321164,6.974424305595887,6.932210245558212,7.2846798167297155,7.129389465364847,6.108440865803226,6.848168649672775,7.0858504023704265,6.672868786719853,6.680224080766155,7.279441544995905,6.790595089669196,7.548537729312696,7.601950400599605,7.358298266616682,0.00334276817804203,0.0333609376570651,1.1508154237552688,TRUE,4.900163141051293,0.29933956554590224,0.440993398762838,0.19440465216324743,FALSE,1.1209239980556267,catalytic activity;lyase activity,,,,ENSMUSG00000021185,489.737972619253,0.522830473959248,0.150674661285875,9.52901318602207e-5,0.00213877951180973,Dglucy
Dhdh,Q9DBB8,Q9DBB8,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",36300.78,8,30,100,5,5.7112186289331275,5.895338406189747,7.046757896837623,7.383123850400447,6.636821295310975,6.788640706117536,5.856972563493833,5.028631509734991,5.783253356293877,6.333107704196847,5.554128010946093,5.649514836796266,6.0314858333337655,5.700875377015947,5.8878302706474415,6.206985713155316,6.98328859877831,7.078562596021562,7.561342840163079,6.422086587246754,7.188508861978415,7.634045487513145,7.626980734420162,6.923306446350028,7.326875591502748,7.404410992216155,6.644168641534964,6.394449872262862,6.859196838846097,6.757289589464286,6.529001534446667,6.807591354259004,6.955107375366981,7.5337287177287,6.48735479060674,6.1594212926262575,0.00153414581813689,0.0235948682687457,1.3355392679044955,TRUE,4.7457414911285,0.40953755337498055,0.546882464567809,-0.2581171907200872,FALSE,-0.872579952460221,"nucleotide binding;catalytic activity;binding;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;oxidoreductase activity, acting on the CH-CH group of donors;oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor;trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity;D-xylose 1-dehydrogenase (NADP+) activity",carbohydrate metabolic process;alcohol metabolic process;metabolic process;catabolic process;cellular process;cellular metabolic process;primary metabolic process;small molecule metabolic process,,Pentose and glucuronate interconversions;Metabolism of xenobiotics by cytochrome P450,ENSMUSG00000011382,2825.96463132132,0.608777354142818,0.280974516472434,0.00331152532274657,0.033432767560213,Dhdh
Dipk2a,Q3USZ8,Q3USZ8,Divergent protein kinase domain 2A,49462.91,11,30,100,5,5.888877160090153,5.454086617448683,4.723348680795756,4.455513523402707,4.770342628302815,5.066116678079548,6.174159186116666,6.013861894261403,6.168314345078697,5.235256105433322,5.852794269560678,5.302781561842858,5.714361557064557,5.267906092947205,5.895355150905797,5.090028724482993,5.070704693222691,4.445447855402426,4.528304343712741,4.997269342607906,4.575017169033017,4.570937237949419,4.095472197689066,4.095848013425458,4.968439958739238,4.546870209210355,4.529038959577227,4.568795081362286,4.617609041559368,5.214216534424347,4.922053524590844,4.622167247498673,5.139348218049789,4.830196026271582,5.081084188820896,5.657787709756799,8.585127091906531e-4,0.0181956156527404,-1.1655284792943963,TRUE,-5.3859981847675895,0.15599606697038945,0.283329305819386,0.3427679972837918,FALSE,1.5799172207486254,,cell proliferation;cellular process;biological regulation,extracellular region;extracellular space;membrane;cytoplasmic membrane-bounded vesicle;vesicle;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell part,,ENSMUSG00000045414,3647.39999775811,-0.585926654463312,0.135829321726335,2.64146910862604e-6,1.1433523488051e-4,Dipk2a
Dnmt1,P13864,P13864,DNA (cytosine-5)-methyltransferase 1,183188.94,43,25,83.3,10,7.0649490979372676,7.438376294418603,6.285152904421277,5.89324495545587,5.961619818091478,5.306343354841603,7.675232172330198,6.934595592090871,6.975280001274854,6.713839673255492,7.02579805073492,7.420532743846118,7.825051938083301,7.4402631704697635,7.072552982583507,7.433480637110326,6.136650268800138,5.831960501580767,6.451020522811567,6.853126484339606,6.1530067445743075,5.865342491044884,5.97952515339839,5.752493863124918,5.933795272883091,5.935067996828068,6.130190171111264,5.93688492144934,6.108355355519877,,5.6710488242854336,,5.306343354841603,,,,0.01093579448859103,0.0616474580287303,-0.7797961935159909,FALSE,-3.2992287993440765,0.00450344264205719,0.0467930700800614,-2.8625781810578017,TRUE,-5.0246502394291825,"nucleotide binding;nucleic acid binding;DNA binding;chromatin binding;RNA binding;catalytic activity;DNA (cytosine-5-)-methyltransferase activity;receptor binding;binding;protein binding;methyltransferase activity;zinc ion binding;methyl-CpG binding;S-adenosylmethionine-dependent methyltransferase activity;DNA-methyltransferase activity;transferase activity;transferase activity, transferring one-carbon groups;enzyme binding;protein domain specific binding;estrogen receptor binding;nuclear hormone receptor binding;steroid hormone receptor binding;histone deacetylase binding;ion binding;cation binding;sequence-specific DNA binding;metal ion binding;transition metal ion binding;hormone receptor binding;DNA (cytosine-5-)-methyltransferase activity, acting on CpG substrates","organic acid metabolic process;nucleobase-containing compound metabolic process;DNA metabolic process;DNA modification;chromatin organization;cellular amino acid metabolic process;one-carbon metabolic process;sulfur compound metabolic process;nitrogen compound metabolic process;organelle organization;metabolic process;biosynthetic process;nucleoside metabolic process;amine metabolic process;response to endogenous stimulus;cellular process;cellular component organization;RNA metabolic process;gene silencing;chromatin modification;cellular nitrogen compound metabolic process;regulation of gene expression, epigenetic;cellular ketone metabolic process;response to chemical stimulus;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;small molecule metabolic process;heterocycle metabolic process;response to stimulus;regulation of DNA metabolic process;cofactor metabolic process;chromosome organization;nucleobase-containing small molecule metabolic process;biological regulation",nucleus;nucleoplasm;cytoplasm;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Cysteine and methionine metabolism,ENSMUSG00000004099,6275.42721519398,-1.03136610210344,0.314096936165165,6.41914967892334e-5,0.00155177256259828,Dnmt1
Dppa3,K4DID3,K4DID3;Q8QZY3,Developmental pluripotency-associated 3 (Fragment),,4,10,33.3,2.5,6.053790218251612,4.6173050516318686,,,,,6.638549154834871,6.23876041482596,6.075212266385951,5.333559937555019,5.982869317656258,4.019171599775287,5.014666687596128,4.598993076616989,4.363883963425808,5.08980993074513,,,,,,,,,,,,,,,,,,,,,1.1470833696623742e-4,0.00870912158384167,-3.0152108462016765,TRUE,-7.799961135609727,,,,FALSE,,binding;protein binding;methylated histone residue binding;histone binding,,,,ENSMUSG00000046323,611.178169810257,-2.16690946014221,0.39129942467686,1.44878662548153e-9,2.39263298601892e-7,Dppa3
Dppa5a,Q9CQS7,Q9CQS7,Developmental pluripotency-associated protein 5A,13810.16,4,10,33.3,3,6.6011103107912446,5.962026160436382,,,,,6.944275159310949,6.825214145718313,7.007128582343964,5.493032797042462,6.7359008695405365,5.641308157472317,6.3535626711521695,6.189327202994908,6.053195079219616,5.572737691342902,,,,,,,,,,,,,,,,,,,,,1.2162413696214346e-4,0.00872583054534396,-3.8730997583592246,TRUE,-7.662200561751198,,,,FALSE,,nucleic acid binding;RNA binding;mRNA binding;binding,biological regulation,cytoplasm;cell part,,ENSMUSG00000060461,207.647496500616,-1.86868746132603,0.4771072637378,3.93754899061847e-6,1.58807727799e-4,Dppa5a
Efnb1,P52795,P52795,Ephrin-B1,37859.35,7,30,100,4,6.590329556623233,6.171098743696213,5.436423841033886,5.56721949393089,6.2126289443609775,5.848500678352365,6.421063979507479,7.07469549913457,6.759878026886519,6.164456762872363,6.5315535147152355,5.995989815684841,6.432070454511966,6.128042321626935,6.3399697148287,5.959421411828621,5.160993449084256,5.5229635117890075,5.470862646141961,5.2832275666769934,5.744072031477208,5.718057665987467,5.131126279143158,5.596234693133588,5.8217505328482275,5.568928298542003,5.997485487402389,6.425010448077032,6.098301043775203,5.695288197472873,6.847059545077387,6.556585220248017,5.64877382241251,5.149968325524649,5.619162664981497,6.268013358595152,4.501980261865774e-4,0.0145018889372088,-1.1539057155893475,TRUE,-6.2603094487951525,0.18498066357543516,0.317923301659682,0.4120768373184793,FALSE,1.5249233643979836,receptor binding;binding;protein binding;ephrin receptor binding,cell activation;immune system process;cellular component movement;signal transduction;cell proliferation;response to external stimulus;cellular process;developmental process;regulation of organelle organization;locomotion;response to chemical stimulus;anatomical structure development;cell motility;response to stimulus;biological regulation,nucleus;cytoplasm;plasma membrane;cell surface;membrane;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part;synapse,Axon guidance,ENSMUSG00000031217,2647.31196518651,-0.468568201699801,0.157400505975099,6.1177206894449e-4,0.00929147336850942,Efnb1
Eif4enif1,Q9EST3,Q9EST3,Eukaryotic translation initiation factor 4E transporter,107985.56,16,17,56.7,4,4.291183003527158,4.268548827631862,2.584630892114935,2.530349299594086,2.3620884629464944,,4.65819742437869,4.263818490940885,4.353010427867394,3.735126374917416,4.445762299531406,3.9501569909330256,4.598739620898639,3.578906221678762,5.640734232243293,3.574207072405588,2.233636790360387,2.6563058148308847,2.712543582833826,,2.736037380434642,,2.530349299594086,,,,2.3032244446886394,2.420952481204349,,,,,,,,,4.329487714493911e-5,0.0062407208388123,-1.638497907766864,TRUE,-8.560987779105721,0.4710702462140627,0.602521975022481,0.23242928561694187,FALSE,0.7755727327089669,nucleic acid binding;RNA binding;mRNA binding;nuclear export signal receptor activity;binding;protein binding;enzyme binding;kinase binding,nucleobase-containing compound metabolic process;translation;regulation of translation;protein targeting;nitrogen compound metabolic process;transport;nucleocytoplasmic transport;metabolic process;biosynthetic process;cellular process;protein transport;cellular component organization;RNA metabolic process;mRNA metabolic process;protein metabolic process;cellular component assembly;ribonucleoprotein complex assembly;cell differentiation;developmental process;cellular macromolecular complex assembly;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;nuclear transport;establishment of localization;macromolecular complex assembly;biological regulation,nucleus;cytoplasm;cytosol;ribonucleoprotein complex;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;cell part,,ENSMUSG00000020454,2921.48610908885,-0.46455948313122303,0.12504013768789,5.2649017083004e-5,0.00131950547766014,Eif4enif1
Elavl2,B1AXZ0,B1AXZ0;B1AXZ4;B1AXZ5;B1AXZ6;Q3UR02;Q60899;Q80UJ0;Q80Y51,ELAV-like protein,38001.11,14,18,60,7,8.502210435481844,7.088257240203842,5.8143494920556105,6.116677262916207,6.4529115807151545,,8.594090037008968,8.899275227590312,8.759968212642676,7.891510428405892,8.366208271761371,7.042710250340887,7.026256804208953,7.163888871308075,7.747098093523323,6.461332181637974,6.132782262792031,5.567543120189747,5.1739218401609826,6.691023033529434,5.506477203605863,,6.116677262916207,,,,,6.252484835980523,,6.653338325449787,,,,,,,7.220884860422583e-5,0.00656225263527495,-2.6878609434262337,TRUE,-8.375482312407584,5.516206811110886e-4,0.0259580839524507,-2.6103418687775273,TRUE,-5.795901828284851,nucleic acid binding;RNA binding;binding,,,,ENSMUSG00000008489,304.87518533686,-1.83161058326948,0.368197723261887,3.24084282132533e-8,3.00861438010492e-6,Elavl2
Enpp4,Q8BTJ4,Q8BTJ4,Bis(5'-adenosyl)-triphosphatase enpp4,51611.11,6,28,93.3,3,6.459538789585745,5.999195000666912,6.192770635217651,6.011855686800238,6.269838627211738,6.807919144876228,6.415645716685171,7.033835490870143,6.025941469095921,6.659862116463868,6.1624091548136155,5.9479851037677065,5.841179349143663,6.216270430225961,,5.99134511953032,6.2948013347084,6.17847307716015,5.88625642920121,6.425812633466741,6.178509701551759,,5.376633885867694,6.457206762430937,6.0362051443270754,6.177376954575244,6.641791581775481,6.370348314854635,5.876820798395163,6.085036534680961,6.375195906352446,7.194410602994087,6.4606288714360725,6.906768505691564,6.716684363909822,6.761103380349596,0.23367242573101457,0.399462253291972,-0.2667681543680933,FALSE,-1.327843348507539,0.00407298286323258,0.0451197751425026,0.6151485096585771,TRUE,4.103952966394007,"catalytic activity;nucleotide diphosphatase activity;binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ion binding;cation binding;metal ion binding;bis(5'-adenosyl)-triphosphatase activity",nucleobase-containing compound metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;nucleoside metabolic process;cellular process;multicellular organismal process;cellular nitrogen compound metabolic process;nucleobase-containing compound catabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process;heterocycle metabolic process;coagulation;regulation of body fluid levels;nucleobase-containing small molecule metabolic process;biological regulation,plasma membrane;membrane;cell part,,ENSMUSG00000023961,624.990705000746,0.703337512022784,0.221134278427705,1.548416258631e-4,0.00317556897799518,Enpp4
Entpd6,Q3U0P5,Q3U0P5,Ectonucleoside triphosphate diphosphohydrolase 6,49799.26,4,17,56.7,2,4.3526926382265,3.9247356149669197,3.011246867990641,3.162241027900625,3.382327006341143,3.154330788441192,4.198369049758359,4.4748531059553995,4.910561122795758,4.083592780063333,4.096087132559649,3.0992649703940836,4.941359393464323,3.9150793686595975,,3.743238727349675,3.3321250789516643,3.159648718730196,2.9134634984377836,,2.639750175842921,3.162241027900625,,,,,2.5256521091904096,4.239001903491876,,,,,3.154330788441192,,,,9.858861282166522e-4,0.0194727273117936,-1.2069509104022642,TRUE,-5.094497752667628,0.8329754352438046,0.894223629011731,0.1340358637603161,FALSE,0.22274102330970472,"nucleotide binding;catalytic activity;guanosine-diphosphatase activity;binding;ATP binding;guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;purine nucleotide binding;nucleoside-diphosphatase activity;nucleoside-triphosphatase activity;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;uridine-diphosphatase activity",nucleobase-containing compound metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;nucleotide metabolic process;cellular process;cellular nitrogen compound metabolic process;nucleobase-containing compound catabolic process;response to chemical stimulus;cellular metabolic process;primary metabolic process;small molecule metabolic process;response to stimulus;nucleobase-containing small molecule metabolic process,extracellular region;extracellular space;Golgi apparatus;plasma membrane;cell surface;membrane;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Purine metabolism;Pyrimidine metabolism,ENSMUSG00000033068,874.89199972869,-0.598230196376869,0.186792634480101,2.0175702412751e-4,0.00389823393046368,Entpd6
Erh,P84089,P84089,Enhancer of rudimentary homolog,12258.93,15,30,100,11,10.410267985448701,10.96684863210358,10.414093646281533,10.6013803030946,9.798801799197914,9.283295775806458,10.876398441992436,10.2062344267976,10.427368604903574,10.648067108040044,9.89327134550985,10.908731515283876,11.06388695396293,11.283159586865834,10.8085146998625,10.769950404542769,10.458828365009778,10.25164392023578,10.25976035748666,10.541508583556034,10.55872700511941,10.652003555194698,10.907013042059562,10.365782709081136,10.195966278751069,10.886135930386548,10.018144644430327,10.138193978289143,9.804635132366494,9.968892625470367,9.06414261543324,8.806109525107063,9.388880624250277,9.848322834187009,8.990906799639598,9.38225909584835,0.984131081460418,0.990904520161086,0.00382566083283109,FALSE,0.02086452989656439,0.00194033993326449,0.0357550018770487,-1.1307978704750743,TRUE,-5.867810639125484,nucleotide binding;nucleic acid binding;DNA binding;binding;methyl-CpG binding;sequence-specific DNA binding,cell cycle;cellular process;cell differentiation;developmental process,nucleus;membrane;midbody;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell part,,ENSMUSG00000021131,4278.07877088291,-0.47791047431437,0.177694677742782,0.0013929991598628,0.0175681381182375,Erh
Fam151a,Q8QZW3,Q8QZW3,Protein FAM151A,66681.39,5,12,40,3,6.496937060810031,5.914011322055364,2.4364497672471543,3.232977989649284,,,6.509172262550437,6.800891212842226,7.043845505059618,5.267986792879412,6.862789530718459,5.49955359719071,6.309342981297058,5.158785479584108,7.346005602185918,5.256368950019028,2.4364497672471543,,,,,,,,3.232977989649284,,,,,,,,,,,,6.1732335860999136e-6,0.00436109100597613,-4.643308737801432,TRUE,-10.443796788519624,,,,FALSE,,,,extracellular space;membrane;cell part,,ENSMUSG00000034871,249.363117476063,-1.9451646550861,0.620012667963358,6.37341461439528e-5,0.0015430941648958,Fam151a
Fen1,Q91Z50,Q91Z50,Flap endonuclease 1,42622.98,21,28,93.3,9,8.858952852955243,9.422525473167614,8.644656852257949,8.561710309933511,7.976345406169344,6.424989698733199,9.241553062502112,8.583815608621729,8.110208484768252,9.892601642381845,8.466585466502274,9.76787296787126,9.406138816561135,9.103951911322715,9.48121716517536,9.353446504907602,8.9545929477123,8.299158538949115,8.329957934599,9.276781544432884,8.362793295596443,8.551509962652556,9.032577660059804,8.246294093584313,8.484240986377944,8.493928846992945,8.038336469133382,8.505672621206104,8.268097194500976,8.627157458186165,6.442463287820092,,6.670009466273138,6.506968040033368,,6.09799158989309,0.5853307468338866,0.718987061132429,-0.21429600069729204,FALSE,-0.5728757323154514,0.00457881784092428,0.0471071122002459,-3.208766704865075,TRUE,-4.979464978097293,"magnesium ion binding;nucleic acid binding;DNA binding;catalytic activity;nuclease activity;endonuclease activity;endodeoxyribonuclease activity;endoribonuclease activity;ribonuclease H activity;exonuclease activity;deoxyribonuclease activity;ribonuclease activity;binding;5'-3' exonuclease activity;hydrolase activity;hydrolase activity, acting on ester bonds;endodeoxyribonuclease activity, producing 5'-phosphomonoesters;endoribonuclease activity, producing 5'-phosphomonoesters;endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters;5'-flap endonuclease activity;ion binding;cation binding;metal ion binding;flap endonuclease activity",nucleobase-containing compound metabolic process;DNA metabolic process;DNA repair;RNA catabolic process;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;behavior;metabolic process;catabolic process;cellular process;RNA metabolic process;multicellular organismal process;regulation of organelle organization;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;neurological system process;response to stimulus;regulation of cell cycle;biological regulation,nucleoplasm;nucleolus;mitochondrion;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;cell part,DNA replication;Base excision repair;Non-homologous end-joining,ENSMUSG00000024742,594.032674380196,-0.644486031088512,0.18265721353189,4.82845204180468e-5,0.00123982952674098,Fen1
Gdpd1,Q9CRY7,Q9CRY7,Lysophospholipase D GDPD1,35866.87,14,28,93.3,5,7.712257868144983,6.724329742953792,5.264497688618573,5.332497244425287,5.671217850519495,6.23818830897131,7.925334941835624,8.310116259503092,8.016555319535753,6.361040189854762,7.94824262999568,6.685017682353026,6.872983016790735,6.911075027756544,6.59843830041513,6.554134687453525,5.146944929265136,5.492614449865125,5.10991846765982,,5.308512907684212,,4.926220245482007,5.4887412747816295,5.57749728811251,5.337530169325002,5.568445806125752,5.678069561847116,5.438274086944123,5.80295263050013,5.868347167180356,6.458175911663004,6.123035205601379,5.264602951853665,6.846622741540215,6.498504734198286,7.169562825539853e-4,0.0174961220697,-2.5788437201992105,TRUE,-6.877213283200963,0.01071811762267233,0.0676596028198407,1.1047741610255375,FALSE,3.600670568651773,"catalytic activity;phospholipase activity;lysophospholipase activity;binding;phosphoric diester hydrolase activity;lipase activity;hydrolase activity;hydrolase activity, acting on ester bonds;phosphoric ester hydrolase activity;ion binding;cation binding;metal ion binding;carboxylic ester hydrolase activity",alcohol metabolic process;lipid metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;amine metabolic process;cellular process;cellular nitrogen compound metabolic process;cellular metabolic process;primary metabolic process;cellular lipid metabolic process;small molecule metabolic process,endoplasmic reticulum;membrane;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,,ENSMUSG00000061666,833.201188067367,-0.595587136128346,0.183781389211248,1.8951423727911e-4,0.00371197112193752,Gdpd1
Gdpd2,Q9ESM6,Q9ESM6,Glycerophosphoinositol inositolphosphodiesterase GDPD2,61164.97,4,22,73.3,2.5,5.1444541499952505,4.77122288576747,3.5410414904484653,3.8951318912932997,4.25751685209231,5.336606692991205,5.516299859638799,5.335861222782581,5.38427508779561,3.632695623382524,5.853138956376739,4.313602308058792,5.264539672358311,4.463642357314808,5.867003140466914,3.9473269506385256,3.0006834691166784,4.206603188728194,3.415837813500522,,,,,3.2244732368215603,4.565790545765039,,3.890307608024497,3.802562413367012,,4.90626150645114,4.430935880526592,,4.544574438545106,,5.924121485956168,5.541124154472341,0.00520556745881547,0.0426430122972402,-1.9337839989778425,TRUE,-3.857929882560321,,,,FALSE,,"catalytic activity;binding;phosphoric diester hydrolase activity;glycerophosphodiester phosphodiesterase activity;hydrolase activity;hydrolase activity, acting on ester bonds;phosphoric ester hydrolase activity;ion binding;cation binding;metal ion binding;glycerophosphoinositol inositolphosphodiesterase activity",lipid metabolic process;organelle organization;cytoskeleton organization;metabolic process;cellular process;cellular component organization;primary metabolic process;biological regulation,cytoplasm;plasma membrane;membrane;macromolecular complex;cell projection;protein complex;cell part,,ENSMUSG00000019359,1451.9382589239,-1.23198512723359,0.381385368859084,5.93563460613957e-5,0.00145053226379632,Gdpd2
