gene_symbol,uniprot_id,protein_groups,protein_description,mol_weight_da,n_precursors_exp,n_samples_detected,pct_samples_detected,median_precursors_used,mean_log2_D14,mean_log2_D21,mean_log2_M03,mean_log2_M06,mean_log2_M12,mean_log2_M18,D14.20747.Quantity.log2,D14.20748.Quantity.log2,D14.20749.Quantity.log2,D14.20750.Quantity.log2,D14.20751.Quantity.log2,D21.20752.Quantity.log2,D21.20753.Quantity.log2,D21.20754.Quantity.log2,D21.20755.Quantity.log2,D21.20756.Quantity.log2,M03.20757.Quantity.log2,M03.20758.Quantity.log2,M03.20759.Quantity.log2,M03.20760.Quantity.log2,M03.20761.Quantity.log2,M06.20762.Quantity.log2,M06.20763.Quantity.log2,M06.20764.Quantity.log2,M06.20765.Quantity.log2,M06.20766.Quantity.log2,M12.20768.Quantity.log2,M12.20769.Quantity.log2,M12.20770.Quantity.log2,M12.20771.Quantity.log2,M12.20772.Quantity.log2,M18.20775b.Quantity.log2,M18.20776-40ul.Quantity.log2,M18.20777.Quantity.log2,M18.20778.Quantity.log2,M18.20779.Quantity.log2,p.value.M03-D14,adj.p.value.M03-D14,log2.fold.change.M03-D14,is.significant.M03-D14,t.statistic.M03-D14,p.value.M18-M03,adj.p.value.M18-M03,log2.fold.change.M18-M03,is.significant.M18-M03,t.statistic.M18-M03,go_molecular_function,go_biological_process,go_cellular_component,kegg_pathway,rna_ensembl_id,rna_baseMean,rna_log2FC,rna_lfcSE,rna_pvalue,rna_padj,rna_gene_label
Cdk1,P11440,P11440,Cyclin-dependent kinase 1,34106.56,32,28,93.3,13.5,8.611431603022236,9.240756074053142,7.6736820598135385,7.708144728447786,6.435633876580272,6.037404528160923,8.260145416979835,8.468216458560706,8.877933937851969,8.851667368936056,8.599194832782617,9.098962146477428,9.19555889470203,8.912609615370725,9.372597815307772,9.62405189840775,7.814308642778025,7.242140927692718,7.548555955141362,7.931419152481877,7.831985620973708,7.231347763545981,7.62454560083421,8.160694078809266,7.831529635908077,7.692606563141395,5.936266442344833,6.99163411630655,6.7609740922418915,6.5924354795718365,5.896859252436251,,6.163875054944233,6.272241777760905,,5.6760967517776315,5.98068206918199e-4,0.00645848061840183,-0.9377495432086976,TRUE,-5.478636415259728,0.0219809313140537,0.128530221984916,-2.947654603717403,FALSE,-3.553997448066284,"nucleotide binding;chromatin binding;catalytic activity;protein kinase activity;protein serine/threonine kinase activity;cyclin-dependent protein kinase activity;binding;protein binding;ATP binding;RNA polymerase II carboxy-terminal domain kinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;cyclin binding;Hsp70 protein binding;adenyl nucleotide binding;heat shock protein binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;histone kinase activity;purine ribonucleoside triphosphate binding",nucleobase-containing compound metabolic process;DNA metabolic process;DNA packaging;protein modification process;protein phosphorylation;phosphorus metabolic process;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;response to oxidative stress;organelle organization;Golgi organization;regulation of mitotic cell cycle;metabolic process;cell death;cell proliferation;anatomical structure morphogenesis;response to endogenous stimulus;cellular process;cellular component organization;death;peptidyl-amino acid modification;protein metabolic process;cellular component disassembly;cellular component assembly;cell differentiation;developmental process;cellular nitrogen compound metabolic process;response to chemical stimulus;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;cell development;rhythmic process;anatomical structure development;response to stimulus;regulation of transport;regulation of DNA metabolic process;localization;chromosome organization;cell division;cellular localization;regulation of cell cycle;macromolecular complex assembly;biological regulation,cyclin-dependent protein kinase holoenzyme complex;nucleus;nucleoplasm;cytoplasm;centrosome;microtubule organizing center;cytosol;midbody;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;protein complex;cell part,Cell cycle;Oocyte meiosis;p53 signaling pathway;Gap junction;Progesterone-mediated oocyte maturation,ENSMUSG00000019942,1395.13370564698,-1.08432608144791,0.277704518353458,6.09762215876311e-6,2.2615979680575e-4,Cdk1
Cebpb,P28033,P28033,CCAAT/enhancer-binding protein beta,31445.77,2,25,83.3,2,,4.139641534813711,5.302074353428067,5.258945123140394,5.482413928127892,5.276664405517737,,,,,,3.8080378754706072,4.272451528197448,4.228549216671851,4.290772744940591,4.098396308788053,5.535897561891779,5.8389484441135044,5.340587276071815,5.05777925142795,4.737159233635289,4.916849481979185,5.733985154012048,4.723586061769656,5.724630838863469,5.19567407907761,4.7737493248126235,6.03340199586992,5.603634154480594,5.419753587037343,5.5815305784389775,5.3360086526267265,5.099217447621654,4.479757201790254,5.721673519249008,5.74666520630104,0.00203342414818859,0.0141791012514403,2.3360078220146936,TRUE,5.324801226788867,0.9348840609328808,0.966228880192266,-0.02540994791032957,FALSE,-0.08441415433351902,regulatory region DNA binding;transcription regulatory region sequence-specific DNA binding;RNA polymerase II regulatory region sequence-specific DNA binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding;RNA polymerase II core promoter sequence-specific DNA binding;sequence-specific DNA binding RNA polymerase II transcription factor activity;core promoter proximal region sequence-specific DNA binding;RNA polymerase II regulatory region DNA binding;core promoter sequence-specific DNA binding;core promoter binding;regulatory region nucleic acid binding;nucleic acid binding transcription factor activity;core promoter proximal region DNA binding;nucleic acid binding;DNA binding;chromatin binding;sequence-specific DNA binding transcription factor activity;receptor binding;binding;protein binding;enzyme binding;kinase binding;chromatin DNA binding;histone acetyltransferase binding;nuclear hormone receptor binding;steroid hormone receptor binding;glucocorticoid receptor binding;identical protein binding;protein homodimerization activity;histone deacetylase binding;sequence-specific DNA binding;structure-specific DNA binding;transcription regulatory region DNA binding;protein heterodimerization activity;protein dimerization activity;hormone receptor binding,cell activation;immune system process;nucleobase-containing compound metabolic process;transcription from RNA polymerase II promoter;nitrogen compound metabolic process;response to stress;metabolic process;cell death;cell proliferation;biosynthetic process;response to biotic stimulus;response to endogenous stimulus;cellular process;RNA metabolic process;death;cell differentiation;developmental process;cellular nitrogen compound metabolic process;response to chemical stimulus;macromolecule metabolic process;cellular metabolic process;primary metabolic process;rhythmic process;anatomical structure development;response to stimulus;regulation of transport;multi-organism process;biological regulation,nucleus;nucleoplasm;cytoplasm;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,ko05152,ENSMUSG00000056501,4737.52218618245,0.891119314703826,0.203200411141871,8.77746555081962e-7,4.68400193968738e-5,Cebpb
Cenps,Q9D084,Q9D084,Centromere protein S,16335.37,2,13,43.3,2,3.9971287583646458,3.4577229008527164,2.6604960545693603,2.7472757151964564,,,4.119823254591985,3.813973725558867,3.670822949972847,4.242072001915455,4.1389518597840755,3.3664536238524745,2.6106468539787433,3.627111803836564,3.733253599228678,3.951148623367119,,,,,2.6604960545693603,,,2.8613857890174823,2.6331656413754305,,,,,,,,,,,,1.0541225768203862e-4,0.00205501718193994,-1.6445002047696695,TRUE,-8.075787039666517,,,,FALSE,,nucleic acid binding;DNA binding;chromatin binding;double-stranded DNA binding;binding;protein binding;structure-specific DNA binding;protein heterodimerization activity;protein dimerization activity,nucleobase-containing compound metabolic process;DNA metabolic process;DNA repair;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;chromosome segregation;metabolic process;cellular process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;response to stimulus;cell division,nucleus;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell part,,ENSMUSG00000073705,222.308078152662,-1.63973492135847,0.207506904171879,1.6090348054865799e-16,5.04882941265578e-13,Cenps
Cks1b,P61025,P61025;Q3UNC9,Cyclin-dependent kinases regulatory subunit 1,9660.17,5,28,93.3,3,6.4609656544856175,6.697526292051458,5.161597107513293,5.3525597165775975,5.033775169270259,4.349742387524786,6.326078046796424,6.665201767869566,6.07525324063895,6.768264097276252,6.4700311198468965,5.999654703509837,6.803604071691349,6.431595284108048,6.967759768910009,7.285017632038051,5.424857874801089,5.42092704605256,5.267543101687309,4.8114576991179145,4.883199815907597,5.523386433346171,5.7033468394446,5.059991978621929,5.301837629809386,5.174235701665901,4.759076364957369,5.449370214842662,5.760667468706422,4.756108342555836,4.443653455289004,,4.292832037482436,4.224104008873723,,4.5322911162182,9.449391590705553e-5,0.00192474331469992,-1.2993685469723246,TRUE,-7.201613405952925,0.01787050210419648,0.116377033530855,-1.4151658908930616,FALSE,-3.4894011267743488,binding;protein binding;enzyme binding;kinase binding;protein kinase binding;small conjugating protein binding;histone binding;ubiquitin binding,regulation of mitotic cell cycle;cell proliferation;cellular process;cell division;regulation of cell cycle;biological regulation,ubiquitin ligase complex;cyclin-dependent protein kinase holoenzyme complex;macromolecular complex;protein complex;cell part,Cell cycle - yeast;Pathways in cancer;Small cell lung cancer,ENSMUSG00000028044,1001.13570638929,-0.6198771676637,0.28968982147209,0.0033277081487571,0.0335098929049102,Cks1b
Cks2,P56390,P56390,Cyclin-dependent kinases regulatory subunit 2,9874.36,6,23,76.7,4,5.999511852360994,6.330409351585855,5.315128149144004,4.76361373277344,4.675749877170278,,5.9418598495858195,6.447056229115954,5.597008413663891,6.259907154689321,5.751727614749989,5.836214317085825,6.6188262706538135,6.36805439218049,6.280448384431406,6.548503393577741,5.169957715993423,6.081266595722891,5.356010888385299,4.947005478026695,5.021400067591714,4.758870366182238,4.086090860132241,5.090429706331996,5.144143510863289,4.738534220357434,4.5339336331018805,4.930259992648889,4.563056005760063,,,,,,,,0.03055255903459557,0.0880790464701591,-0.6843837032169899,FALSE,-2.657589431061597,2.713910929339689e-4,0.0158221007180504,-2.7276194127492994,TRUE,-6.9942612814356515,chromatin binding;binding;protein binding;enzyme binding;kinase binding;protein kinase binding;small conjugating protein binding;histone binding;ubiquitin binding,regulation of mitotic cell cycle;cell proliferation;cellular process;cell division;regulation of cell cycle;biological regulation,ubiquitin ligase complex;cyclin-dependent protein kinase holoenzyme complex;macromolecular complex;protein complex;cell part,,ENSMUSG00000062248,1044.160120316,-1.15388488087699,0.201903174391014,7.53373128167533e-10,1.49616088706588e-7,Cks2
Cma1,A4QPC5,A4QPC5;P21844,"Chymase 1, mast cell",29050.87,5,14,46.7,2,5.312924559187037,4.584149481671071,,2.93548944092263,4.948687167764988,5.414074406077994,,5.532628923832036,4.924873379933307,5.481271373795769,,4.584149481671071,,,,,,,,,,,,,2.93548944092263,,5.014395464840535,4.782675037433004,5.72822684967973,4.269451319106683,,4.779178400975543,5.743208212690047,4.025363316471623,6.852314332179356,5.670307768073401,,,,FALSE,,0.0024137817138113,0.041408641349455703,2.662767517155464,TRUE,4.647397538921661,"catalytic activity;endopeptidase activity;serine-type endopeptidase activity;binding;peptidase activity;serine-type peptidase activity;hydrolase activity;serine hydrolase activity;peptide binding;peptidase activity, acting on L-amino acid peptides",peptide metabolic process;metabolic process;catabolic process;cellular process;cellular component organization;protein metabolic process;cellular homeostasis;cellular component disassembly;protein catabolic process;extracellular matrix organization;developmental process;response to chemical stimulus;homeostatic process;extracellular structure organization;macromolecule metabolic process;cellular metabolic process;primary metabolic process;anatomical structure development;response to stimulus;biological regulation,extracellular region;cytosol;cytoplasmic membrane-bounded vesicle;vesicle;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Renin-angiotensin system,ENSMUSG00000022225,350.838403584216,4.61415313039896,0.669693253875676,2.5208604380338e-13,3.04229072402402e-10,Cma1
Col11a1,Q61245,Q61245,Collagen alpha-1(XI) chain,181032.06,5,14,46.7,3,3.849433107940784,4.429608858270927,3.117884495901188,1.977270663705887,,,4.126994127771971,3.937063775390437,3.850997995017768,3.592229239402381,3.739880402121363,4.40429663997432,4.414336714780533,4.202569711480572,4.703976739690337,4.422864485428875,,3.1795654823231296,,2.6625783076941616,3.5115096976862725,,,1.977270663705887,,,,,,,,,,,,,0.01253984731231043,0.047878373403674,-0.839804423860024,TRUE,-3.6676226543015327,,,,FALSE,,pattern binding;structural molecule activity;extracellular matrix structural constituent;binding;glycosaminoglycan binding;heparin binding;extracellular matrix structural constituent conferring tensile strength;carbohydrate binding;polysaccharide binding;ion binding;cation binding;metal ion binding,cell adhesion;metabolic process;response to external stimulus;response to abiotic stimulus;anatomical structure morphogenesis;cellular process;cellular component organization;biological adhesion;cell differentiation;extracellular matrix organization;multicellular organismal process;developmental process;extracellular structure organization;macromolecule metabolic process;cellular metabolic process;cell development;anatomical structure development;neurological system process;response to stimulus;detection of stimulus,extracellular space;extracellular matrix,Focal adhesion;ECM-receptor interaction;Protein digestion and absorption;Amoebiasis,ENSMUSG00000027966,1555.85289953524,-0.784654166772744,0.316462183442415,9.9565429235504e-4,0.013486134297231,Col11a1
Col1a1,P11087,P11087,Collagen alpha-1(I) chain,138032.41,23,30,100,5,8.74461107560278,7.640164529389696,5.601587608282798,5.374348953517912,5.651573278028776,5.940600504397254,8.719828924938628,9.01340190807496,8.482427749738003,8.686793302111335,8.820603493150973,7.810954398189979,7.942551015535623,7.566105499544735,7.743813248247193,7.137398485430947,5.882557790087133,5.854992663045575,5.403921293011612,5.60218120059822,5.2642850946714494,5.615761629423056,5.411469351952017,5.634186665214606,5.402209289103731,4.808117831896152,5.938222958623183,5.577538201253975,5.396237489721964,6.159098338314868,5.186769402229894,6.221782097812529,5.924792301518714,5.742126323280112,5.86945857746261,5.944843221912303,9.395530297950103e-8,5.87805451516056e-5,-3.143023467319982,TRUE,-21.030175216772992,0.0526406187681759,0.201771734002936,0.33901289611445584,FALSE,2.3400023362794604,protease binding;structural molecule activity;extracellular matrix structural constituent;binding;protein binding;growth factor binding;enzyme binding;extracellular matrix structural constituent conferring tensile strength;identical protein binding;ion binding;cation binding;metal ion binding;platelet-derived growth factor binding,transport;response to stress;response to oxidative stress;cell communication;metabolic process;biosynthetic process;response to external stimulus;response to abiotic stimulus;anatomical structure morphogenesis;response to endogenous stimulus;cellular process;response to extracellular stimulus;protein transport;cellular component organization;cell differentiation;extracellular matrix organization;multicellular organismal process;developmental process;response to chemical stimulus;extracellular structure organization;macromolecule metabolic process;anatomical structure formation involved in morphogenesis;anatomical structure development;neurological system process;response to stimulus;localization;establishment of localization;cellular localization;biological regulation,extracellular region;extracellular space;cytoplasm;cytoplasmic membrane-bounded vesicle;extracellular matrix;vesicle;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Focal adhesion;ECM-receptor interaction;Protein digestion and absorption;Amoebiasis,ENSMUSG00000001506,12117.5605754016,-0.579849175114696,0.210815088372387,8.0725319922204e-4,0.0115031747889143,Col1a1
Col3a1,P08121,P08121,Collagen alpha-1(III) chain,138943.31,19,29,96.7,5,8.678378576194515,7.586118261605506,6.192418610230623,6.167813323608096,6.546547396034223,5.7420223585014405,9.027290997877255,8.692039383838601,8.482883149283744,8.453860269243508,8.735819080729463,7.693929185889055,7.504319417131487,7.603136639213272,7.658925772912787,7.470280292880933,6.576461049773539,6.587190019313872,5.813904854437092,5.915352410371874,6.069184717256744,6.08109882124138,5.9752683667273745,6.312104648275875,6.370075679809381,6.100519101986465,6.907352352449545,6.502984966932733,6.378421475069369,7.409142677043774,5.534835508675689,5.579351734706438,6.075197084395144,5.719986385640028,5.593554229264152,,5.53938747241065e-6,3.98971976639011e-4,-2.4859599659638913,TRUE,-12.816859036482288,0.1808474765224201,0.397264803363116,-1.1517714287032357,FALSE,-1.586795005603577,protease binding;receptor binding;integrin binding;structural molecule activity;extracellular matrix structural constituent;binding;protein binding;growth factor binding;enzyme binding;extracellular matrix structural constituent conferring tensile strength;protein complex binding;ion binding;cation binding;SMAD binding;metal ion binding;platelet-derived growth factor binding,cytokine production;cellular component movement;response to stress;cell adhesion;signal transduction;metabolic process;cell proliferation;response to external stimulus;response to abiotic stimulus;anatomical structure morphogenesis;response to endogenous stimulus;embryo development;cellular process;cellular component organization;cellular component assembly;biological adhesion;cell differentiation;extracellular matrix organization;multicellular organismal process;developmental process;growth;locomotion;response to chemical stimulus;homeostatic process;extracellular structure organization;macromolecule metabolic process;anatomical structure formation involved in morphogenesis;anatomical structure development;cell motility;response to stimulus;biological regulation,extracellular space;extracellular matrix,Focal adhesion;ECM-receptor interaction;Protein digestion and absorption;Amoebiasis,ENSMUSG00000026043,29460.890327474,-0.996623537899746,0.261445789836297,9.5783113068681e-6,3.3100027773888e-4,Col3a1
Cops7b,Q8BV13,Q8BV13,COP9 signalosome complex subunit 7b,29689.04,11,30,100,5,6.3524118054867476,6.283359367522291,5.515895247164093,5.453542649545236,5.413972405928106,5.469345984318189,6.116851735706575,6.732619795488944,6.290238546007189,6.521182267071527,6.101166683159501,6.291241113587082,6.048697725228788,6.221859668143299,6.546906820512907,6.308091510139373,5.547635439378982,5.0558265532289575,5.374807472339009,5.7172050106480015,5.884001760225514,5.5012870088017145,5.305708173681946,5.803220042785366,5.355074267597808,5.302423754859342,5.623630806900322,5.767359076972601,5.067731403356864,5.664406484557523,4.94673425785322,5.221870285810826,5.821852499700868,4.952707748534008,5.93317492714271,5.417124460402533,0.00225349697560696,0.0152304423740393,-0.8365165583226544,TRUE,-4.458255036486619,0.8464416596832613,0.920835020704126,-0.04654926284590388,FALSE,-0.20041925155460308,,protein complex assembly;cellular process;cellular component organization;cellular component assembly;cellular macromolecular complex assembly;macromolecular complex assembly,nucleoplasm;cytoplasm;macromolecular complex;protein complex;cell part,,ENSMUSG00000026240,822.620327212143,-0.367000095561969,0.155490845608241,0.00556458233120219,0.0488335847647266,Cops7b
Cpq,Q9WVJ3,Q9WVJ3,Carboxypeptidase Q,51813.28,17,30,100,9,9.904677903932779,9.623625111596775,9.561244757910648,9.543823116143258,9.830009968983072,9.948785955370312,9.79609220322232,10.0393043045245,10.09355844569669,9.779783065971618,9.814651500248766,9.623146170769887,9.517538681029434,9.681760212896524,9.56863981970992,9.727040673578106,9.482876011697083,9.554033013782462,9.661889521240916,9.497882040879864,9.60954320195292,9.619283698478313,9.292146073641373,9.440970902526118,9.752191966555465,9.614522939515023,9.80450171120864,9.691381883549992,9.88531850597187,9.878195761271348,9.89065198291351,9.476500988220064,9.892768286830483,9.707855462684648,10.220968242785602,10.445836796330756,0.00387996161442702,0.0222018634815951,-0.3434331460221305,TRUE,-4.59003433729172,0.0892774095855148,0.269971198780906,0.3875411974596634,FALSE,2.186931102121822,"catalytic activity;carboxypeptidase activity;binding;protein binding;peptidase activity;metalloexopeptidase activity;metallopeptidase activity;exopeptidase activity;hydrolase activity;dipeptidase activity;identical protein binding;protein homodimerization activity;ion binding;cation binding;metal ion binding;protein dimerization activity;peptidase activity, acting on L-amino acid peptides;metallodipeptidase activity",alcohol metabolic process;organic acid metabolic process;proteolysis;peptide metabolic process;cellular amino acid metabolic process;cellular aromatic compound metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;amine metabolic process;anatomical structure morphogenesis;cellular process;protein metabolic process;developmental process;cellular nitrogen compound metabolic process;growth;cellular ketone metabolic process;hormone metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process;anatomical structure development;biological regulation,extracellular space;cytoplasm;lysosome;vacuole;endoplasmic reticulum;Golgi apparatus;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,,ENSMUSG00000039007,3582.94396073585,0.55281410447098,0.132574719667132,5.36185271643734e-6,2.0533238580893e-4,Cpq
Crnkl1,P63154,P63154,Crooked neck-like protein 1,83415.7,27,30,100,6.5,5.533024471416353,6.229491869704763,6.168015614656274,6.096647628435101,6.075625758614705,6.138554426084222,5.354640161888887,5.152017866679119,5.612434229118183,5.496204643830411,6.049825455565165,6.1230072528330615,6.22389226377507,6.27065805369227,6.410789039909391,6.119112738314018,6.157049121033543,6.2962517907424385,6.0856893186238485,6.29083839880882,6.010249444072718,5.710529947764136,6.234291196695041,6.1392621778927605,6.085100902220649,6.314053917602919,6.519926061829887,6.101388410495396,6.491450310245368,5.62204869059095,5.643315319911923,5.877670662896749,5.980339910916875,6.1819064061426845,6.2330798359327675,6.4197753145320355,0.01035978255843819,0.0416540406634023,0.6349911432399207,TRUE,3.956926908175395,0.7988985960411891,0.896377754988478,-0.02946118857205171,FALSE,-0.2654754770615211,nucleic acid binding;RNA binding;binding,nucleobase-containing compound metabolic process;RNA processing;mRNA processing;nitrogen compound metabolic process;metabolic process;RNA splicing;cellular process;cellular component organization;RNA metabolic process;mRNA metabolic process;cellular component assembly;ribonucleoprotein complex assembly;cellular macromolecular complex assembly;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;macromolecular complex assembly,nucleus;spliceosomal complex;ribonucleoprotein complex;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell part,Spliceosome,ENSMUSG00000001767,1720.11286404603,-0.433511616589764,0.142906823203038,5.9411870809268e-4,0.00910266446412705,Crnkl1
Ctnnbl1,Q9CWL8,Q9CWL8,Beta-catenin-like protein 1,64980.11,35,30,100,19,8.87940819459773,8.703376223630524,8.514176503912257,8.464905696097825,8.59937822668736,8.225194610985316,8.98558347990002,8.753008483284713,9.059133344169402,8.914959976469996,8.684355689164516,8.789354936737942,8.660114092603003,8.59220767830194,8.707817346166726,8.767387064343007,8.459142033330796,8.549060777865883,8.591195997827876,8.471515962264046,8.499967748272685,8.388767661473395,8.3994600870159,8.491941026468483,8.658690802203768,8.385668903327574,8.679308596601953,8.59594035885657,8.450237522765969,8.679386135192358,8.592018520019955,8.314246334478002,8.427407354810656,8.034827502561761,8.088105791675353,8.26138607140081,0.00453696036921013,0.0245419641949856,-0.3652316906854729,TRUE,-4.901221755482684,0.01340535200529042,0.0996460838879306,-0.288981892926941,FALSE,-3.772427560986727,binding;protein binding;enzyme binding,immune system process;nucleobase-containing compound metabolic process;RNA processing;mRNA processing;nitrogen compound metabolic process;metabolic process;cell death;RNA splicing;cellular process;RNA metabolic process;mRNA metabolic process;death;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;response to stimulus;biological regulation,nucleus;nucleoplasm;spliceosomal complex;centrosome;microtubule organizing center;cytosol;ribonucleoprotein complex;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;protein complex;cell part,Spliceosome,ENSMUSG00000027649,1256.97233875932,-0.408184889772827,0.146840952852696,0.00145044578148128,0.0181599289196266,Ctnnbl1
Ctsd,P18242,P18242,Cathepsin D,44953.84,38,30,100,24,9.68057978896422,9.411165737662548,11.608599098607995,12.024003787580186,12.207765954556894,13.303985039273863,9.9044600626233,9.745049033081925,9.461950371619848,9.818188069692416,9.473251407803604,9.530051334257337,9.3480746156489,9.572679065351858,9.23481772341644,9.370205949638208,11.613257102018208,11.660081115075716,11.361425118846428,11.927289146258694,11.480943010840932,11.9995599152721,11.879074085285884,11.992223953686931,12.137287622464587,12.111873361191437,11.965894349360058,12.08793055823634,11.800410479227727,12.779698017397472,12.404896368562872,12.607230401599324,12.20014728507338,13.335996253839308,14.163597932150664,14.212953323706644,4.706400645991314e-7,1.11202834463483e-4,1.9280193096437763,TRUE,14.666407801933005,0.01217492531273486,0.0941414236513187,1.695385940665869,FALSE,4.080984396900133,"catalytic activity;endopeptidase activity;aspartic-type endopeptidase activity;binding;peptidase activity;hydrolase activity;peptide binding;aspartic-type peptidase activity;peptidase activity, acting on L-amino acid peptides",proteolysis;organelle organization;vacuole organization;metabolic process;catabolic process;cellular process;cellular component organization;protein metabolic process;cellular component assembly;protein catabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;biological regulation;organelle assembly,extracellular space;mitochondrion;lysosome;vacuole;membrane;cytoplasmic membrane-bounded vesicle;vesicle;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Lysosome;ko05152,ENSMUSG00000007891,23801.9556092033,0.858866346840279,0.184348517468111,2.17854182016998e-7,1.40654907887435e-5,Ctsd
Ctss,F6WR04,F6WR04;O70370,Cathepsin S,38630.72,17,30,100,7,5.115411586568331,4.5090800442517125,8.199232434350808,8.690280111528224,9.528174546689392,10.821117613703578,6.139949262934409,5.3523076343246485,4.962409237830945,4.787001306749501,4.3353904910021495,4.763233037833075,4.828643801700837,3.936994338497468,4.171426965521787,4.84510207770539,8.217703934857095,8.025708512609452,7.995603450491301,8.749453227679576,8.00769304611661,9.02314418249327,8.282620722945918,8.880357310004365,8.57315124332514,8.692127098872422,9.088612441206855,9.370021120002155,9.731276245963093,10.18050561600096,9.27045731027389,10.113322333190862,9.646656265114547,10.570952057094283,11.853369241259305,11.921288171858889,1.261877094176389e-4,0.00227253292539632,3.0838208477824773,TRUE,9.180234236743445,0.00326185363899935,0.0477980660155047,2.6218851793527698,TRUE,5.449161019833695,"glycoprotein binding;fibronectin binding;catalytic activity;endopeptidase activity;cysteine-type endopeptidase activity;binding;protein binding;collagen binding;peptidase activity;cysteine-type peptidase activity;hydrolase activity;laminin binding;proteoglycan binding;extracellular matrix binding;peptidase activity, acting on L-amino acid peptides",immune system process;proteolysis;metabolic process;response to abiotic stimulus;response to endogenous stimulus;cellular process;cellular component organization;protein metabolic process;cellular component disassembly;extracellular matrix organization;multicellular organismal process;response to chemical stimulus;extracellular structure organization;macromolecule metabolic process;primary metabolic process;response to stimulus;proteolysis involved in cellular protein catabolic process;protein maturation,extracellular space;lysosome;endosome;vacuole;cytoplasmic membrane-bounded vesicle;vesicle;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,,ENSMUSG00000038642,2793.25512166985,1.36980603084718,0.529971290636552,4.1873904426592e-4,0.00693727229724191,Ctss
Dcn,P28654,P28654,Decorin,39808.98,13,30,100,6,7.000828126193612,6.058572876248234,5.7244098733017506,5.888100272348577,6.492588538935226,6.885545528406809,6.600054676576416,7.099085467387891,7.020633100738745,7.240623653831183,7.043743732433825,6.27335924075116,6.222918101085584,6.104400236000356,5.851675374377686,5.840511429026381,5.742904161013591,5.838671225517632,5.79313403561454,5.629876963104645,5.617462981258343,5.802984864538069,5.713260431701779,5.874236578632381,6.293727862968731,5.756291623901926,6.824387191364003,6.231496015429803,6.586804748699035,6.433865815015621,6.3863889241676715,6.535007626244721,6.388179323945816,6.732127668307795,7.158078023937071,7.614334999598641,7.451848231234006e-5,0.00167089673543919,-1.2764182528918615,TRUE,-11.01620912807534,0.00572377328785746,0.0643795729743466,1.161135655105058,FALSE,5.097581408891513,pattern binding;binding;protein binding;collagen binding;glycosaminoglycan binding;carbohydrate binding;polysaccharide binding;extracellular matrix binding,regulation of organelle organization;biological regulation,extracellular space,TGF-beta signaling pathway,ENSMUSG00000019929,19306.0129098994,1.12368114353311,0.289704627660898,5.11348050328599e-6,1.9883879821281e-4,Dcn
